ID,Titulo,Tipo,Prioridade,Tamanho,Epico,Area,Risco,Contexto,CriterioAceite,Arquivos,DependeDe,BomParaIniciante
DOC-010,Introspectar e documentar as views vw_produtos_public e vw_produtos_admin,doc,P2,P,Documentação viva,DOC,"baixo — é introspecção somente leitura no banco, expressamente permitida. Não alterar a view.","As duas views são o único caminho de leitura do catálogo (a pública atende o visitante anônimo, que nem tem SELECT na tabela produtos), e a documentação de onboarding registra que a definição real nunca foi lida. vw_produtos_admin não aparece em nenhuma das 137 migrations. Sem isso, qualquer mexida no catálogo é chute — e já se sabe que a view pública não é security_invoker, ou seja, protege por omissão de coluna, não por regra.","A definição completa das duas views (colunas, reloptions, GRANTs) está na documentação, obtida por introspecção e com a data da leitura · Está escrito explicitamente se cada view expõe a coluna custo e para quais roles · Está registrado que vw_produtos_public não é security_invoker e o que isso implica na prática · As três migrations pendentes que mexem nessa view estão listadas com o risco de cada uma",docs/onboarding/02-ARQUITETURA.md · docs/onboarding/05-FLUXOS-CRITICOS.md · src/contexts/StoreContext.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
DOC-020,Confirmar se o embed de product_variants sobre a view funciona nesta instância,doc,P2,P,Documentação viva,DOC,"baixo — uma consulta de leitura. Se o resultado for negativo, a task vira insumo pra uma correção urgente, não pra uma correção feita aqui.","O frontend carrega o catálogo com um embed de variantes sobre uma VIEW. Existe uma migration documentando que exatamente isso dava erro PGRST200, e ela criou uma RPC de contorno que o frontend NUNCA chama. Se o embed falhar em produção, o fluxo de catálogo cai no caminho que esvazia a lista de produtos — a loja fica sem vitrine. Ninguém verificou.","A consulta exata que o front faz foi executada contra produção (somente leitura) e o resultado está colado na documentação com a data · Está escrito se as variantes vêm preenchidas, vêm vazias ou o PostgREST devolve erro · Se o embed falha, foi aberta uma task de correção referenciando esta e o fato foi comunicado imediatamente · O papel da RPC get_products_with_variants ficou registrado: contorno vivo, contorno morto ou lixo a remover",docs/onboarding/05-FLUXOS-CRITICOS.md · src/contexts/StoreContext.tsx · src/lib/realtimeSyncEngine.ts · supabase/migrations/20260323000000_fix_pgrst200_rpc_variants.sql,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
DOC-030,Documentar como deployar as 3 edge functions e quais segredos cada uma exige,doc,P2,M,Documentação viva,DOC,"médio — deploy de edge function altera produção. Se a verificação incluir deploy, combinar antes; se for só leitura e documentação, o risco é baixo.","Existem três edge functions no repositório e nenhuma foi invocada ou deployada por quem escreveu a documentação. Não há registro de qual versão está publicada, de quais segredos cada uma precisa nem de como publicar. Já apareceu um caso concreto de dúvida: o código-fonte da função de frete foi corrigido, mas ninguém conseguiu confirmar qual versão está no ar.","Para cada uma das 3 funções está documentado: para que serve, quem a chama, quais variáveis de ambiente exige e qual o comando de deploy · A versão publicada de cada função foi verificada e registrada com a data · Está escrito qual projeto Supabase recebe o deploy de cada uma (o OTP hoje envolve um segundo projeto) · Nenhum valor de credencial foi copiado para dentro da documentação",docs/onboarding/03-SETUP-AMBIENTE.md · supabase/functions/calculate-shipping/index.ts · supabase/functions/send-otp-email/index.ts · supabase/functions/send-push/index.ts,[AUTH-020],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
FRETE-020,"Unificar a regra de frete grátis, que hoje está escrita em sete lugares",divida tecnica,P2,M,Desduplicação de regra de negócio,FRETE,alto — é a regra mais frágil do sistema e acabou de ser corrigida em 29/07 depois de derrubar o checkout de convidado. Reescrever sem preservar exatamente o comportamento atual reabre o incidente.,"A regra de frete grátis está escrita em sete lugares. Cinco exigem usuário logado e um deles é a RPC, que é a fonte de verdade. Dois NÃO exigem — e são justamente os que escrevem 'Gratis' na frente do cliente: o lembrete de carrinho e a calculadora de frete. Pior, o lembrete usa freeShippingMin sem a guarda de maior que zero, então com a regra desligada no admin ele calcula isFree como sempre verdadeiro e uma barra de progresso com divisão por zero. E existe uma oitava cópia morta: StoreContext.calculateShipping está no contextValue e não tem um único consumidor.","Existe uma única função pura no front que responde 'esse carrinho tem frete gratis?', e as cinco cópias do front passam a chamá-la. · CartReminder e ShippingCalculator param de dizer 'Gratis' para convidado, alinhados com a RPC. · Com freeShippingMin igual a 0, CartReminder não calcula progress como Infinity e não mostra barra. · StoreContext.calculateShipping, que não tem consumidor, foi removido do contextValue ou ganhou um consumidor. · A RPC continua sendo a fonte de verdade: o front nunca decide o frete que será cobrado. · Os cenários de convidado e de logado, acima e abaixo do mínimo, foram testados com scripts/db-test-guest-checkout.cjs antes e depois.",src/contexts/CartContext.tsx · src/contexts/StoreContext.tsx · src/components/ui/custom/CartReminder.tsx · src/components/ui/custom/ShippingCalculator.tsx · src/components/ui/custom/FreeShippingBlock.tsx · src/views/customer/CartView.tsx · scripts/db-test-guest-checkout.cjs,nada,"não — foi o defeito que derrubou o checkout de convidado em julho, tem sete cópias e o único teste que cobre parte disso depende de alguém lembrar de rodar."
FRETE-030,Frete grátis só para usuário logado é decisão de produto ou efeito colateral?,decisao,P2,P,Decisões pendentes,FRETE,"baixo — a regra hoje está consistente nas três camadas; o risco é alguém 'corrigir' o que é intencional, ou manter o que foi acidente.","A regra de frete grátis por valor só vale para quem está logado — no carrinho, na vitrine e dentro do RPC que fecha o pedido. Isso foi alinhado de propósito em 29/07 (achado #1 e #28), mas nunca foi registrado como decisão de produto. Convidado acima do valor mínimo continua pagando frete. É uma escolha legítima de incentivo a cadastro, ou um efeito colateral que virou regra.","Gabriel confirma se a regra é intencional · Se for intencional, a justificativa está na documentação de produto e o texto que o cliente vê deixa isso claro · Se não for, existe uma task para estender o benefício ao convidado, cobrindo as três camadas de uma vez (carrinho, vitrine e RPC) · O comportamento com freeShippingMin igual a zero (regra desligada) está escrito junto",src/contexts/CartContext.tsx · src/views/customer/CartView.tsx · src/components/ui/custom/FreeShippingBlock.tsx,nada,não — decisão comercial
INFRA-070,"Garantir que o RealtimeSyncEngine sempre suba, mesmo com o IndexedDB lento",bug,P2,M,Custo e correção do boot,INFRA,"médio — trocar o ref por estado reativo faz o efeito re-executar; sem cuidado, sobe dois engines na mesma aba.","O efeito que sobe o engine sai por um return quando vaultRef.current ainda é null, e como ref não é dependência reativa ele nunca mais roda naquela aba. Isso acontece quando o IndexedDB demora (retry ou blocked por outra aba) e a resposta de config chega antes, setando isLoaded=true. Pior: no caminho de erro, a instância de vault recuperada no catch nunca é guardada no ref, então todos os puts viram no-op silencioso. Resultado: aba sem realtime pelo resto da sessão — preço alterado pelo admin nunca aparece, produto esgotado continua comprável.","A prontidão do vault vira estado reativo (ou o efeito passa a depender de algo que muda quando o vault fica pronto). · O catch de :119-134 reatribui vaultRef.current com a instância recuperada. · Abrir duas abas simultâneas, com a segunda pegando o IndexedDB blocked, resulta nas duas com realtime funcionando. · Nunca sobe mais de um engine por aba (conferido nos logs prefixados). · Mudar o preço de um produto no admin reflete em todas as abas abertas sem reload.",src/contexts/StoreContext.tsx · src/lib/realtimeSyncEngine.ts · src/lib/dataVault.ts,nada,"não — o modo de falha depende de corrida entre IndexedDB e rede, e o engine tem eleição de aba líder, o que torna a reprodução trabalhosa."
INFRA-080,Parar de mascarar falha de leitura do DataVault como lista vazia,bug,P2,G,Custo e correção do boot,INFRA,alto — hoje `[]` significa duas coisas (store vazio e leitura falhou) e três consumidores dependem dessa ambiguidade com a guarda `if (length > 0)`. Desambiguar sem ajustar os três derruba a tela quando o store estiver legitimamente vazio.,"Duas metades do mesmo defeito. Quando outra aba sobe a versão do IndexedDB, o handler fecha a conexão e zera o singleton, mas todas as referências já distribuídas continuam apontando para a instância morta: dali em diante as leituras lançam InvalidStateError, o catch engole e resolve com [] — a UI passa a ver 'nao ha dados' em vez de erro — e as escritas rejeitam num .catch vazio. E como `[]` é ambíguo, os três listeners de sync só aplicam o resultado quando ele não está vazio: excluir o último banner, a última categoria ou o último produto não some da tela, porque o `if (length > 0)` barra o setState.","getAll e getById rejeitam em erro de leitura em vez de resolver com valor vazio; NotFoundError continua distinguível de InvalidStateError. · A instância do DataVault se auto-cura: uma leitura após onversionchange reabre a conexão em vez de falhar para sempre. · Os três listeners aplicam SEMPRE o resultado da leitura, com try/catch próprio para o caso de erro. · Excluir o último banner faz ele sumir da Home sem reload; idem para a última categoria e o último produto. · Abrir duas abas e forçar uma mudança de versão do IndexedDB não congela os dados de nenhuma delas. · As escritas com .catch(() => {}) passam a registrar o erro.",src/lib/dataVault.ts · src/contexts/StoreContext.tsx · src/hooks/useBanners.ts · src/hooks/useCategories.ts,nada,"não — muda o contrato da abstração central de persistência offline, consumida por quatro módulos, sem nenhum teste que segure a regressão."
INFRA-090,Fatiar o refetch do catchUp e parar de logar sucesso quando a query falhou,bug,P2,M,Custo e correção do boot,INFRA,"médio — o catchUp apaga do IndexedDB antes de refazer o fetch; endurecer a guarda errado faz o cache do cliente ser limpo sem ser reconstruído.","Na reconciliação, o engine primeiro apaga do IndexedDB os produtos ausentes do summary e só depois busca os desatualizados com um .in('id', [...]) sem chunking e sem checar erro. Como o summary não tem limite mas o cache do StoreContext é truncado em 200, em catálogo maior quase todos os produtos entram na lista, a URL estoura (414 ou timeout), o erro é descartado e a função ainda loga 'CatchUp complete'. O cliente offline fica com catálogo incompleto e nenhuma mensagem.","O refetch é fatiado em blocos de até 50 ids, com erro checado por bloco. · A função só loga conclusão quando todos os blocos vieram sem erro; caso contrário registra a falha. · Summary vazio não limpa o cache inteiro (guarda passa a exigir length > 0). · As deleções só acontecem depois de o refetch ter sucesso, ou são revertidas se ele falhar. · Os limites de summary e de cache estão alinhados e o valor está escrito em um único lugar.",src/lib/realtimeSyncEngine.ts · src/contexts/StoreContext.tsx,[CATALOGO-070],"não — o catchUp tem 290 linhas, roda em três gatilhos diferentes e apaga dados do cliente; entender a ordem entre deleção e refetch exige ler o engine inteiro."
INFRA-100,Parar o prefetch preditivo de rodar em todo render e de poluir o próprio histórico,bug,P2,P,Custo e correção do boot,INFRA,"baixo — estabilizar o retorno de useNetworkAdaptive é uma memoização; a guarda de path é um ref.","O hook de prefetch preditivo re-executa em todo render do app porque useNetworkAdaptive devolve um objeto literal novo a cada render, invalidando a cadeia de callbacks. Cada render vira duas leituras e duas gravações síncronas em localStorage na main thread, e o histórico enche de auto-transições (home para home) que dominam a ordenação e fazem a previsão sempre cair no próprio path atual — que a própria guarda descarta. Ou seja: custo de bloqueio de UI em todo render e zero prefetch efetivamente previsto.",useNetworkAdaptive devolve um objeto com identidade estável entre renders. · O efeito de prefetch só roda quando currentPath realmente muda (guarda por ref). · Não há auto-transição (home para home) sendo gravada na cadeia de Markov. · O console.log de previsão não vai para o bundle de produção. · Medição: número de gravações em localStorage por render cai para zero em render sem mudança de rota.,src/hooks/useBehavioralPrefetch.ts · src/hooks/useNetworkAdaptive.ts · src/hooks/usePrefetchOnHover.ts · src/App.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-110,Remover console.* do bundle de produção e a sobrescrita global de console.warn,divida tecnica,P2,M,Custo e correção do boot,INFRA,médio — dropar console em produção apaga o mecanismo de depuração oficial do projeto (logs prefixados). Precisa preservar console.error ou definir um caminho de diagnóstico antes de cortar tudo.,"O bundle de produção carrega 523 chamadas de console em 80 arquivos JS, medido no dist que está no disco, incluindo nome completo de usuário. Não há drop_console, pure_funcs, terserOptions nem esbuild.drop no vite.config.ts. Além disso, o main.tsx substitui console.warn global por um filtro tão amplo que engole qualquer aviso legítimo que mencione width, height e chart ao mesmo tempo — em produção e em dev.","vite.config.ts remove console.log, console.debug e console.warn do bundle de produção (esbuild.drop ou pure_funcs), preservando console.error ou substituindo-o por um caminho de diagnóstico definido. · Um build de produção limpo tem zero ocorrências de console.log em dist/assets/*.js (grep). · AuthContext.tsx:239 não registra mais nome completo de usuário, nem em dev. · O filtro de console.warn do main.tsx é restringido à mensagem exata do Recharts, ou removido junto com o drop. · O comportamento em dev continua igual: os logs prefixados aparecem normalmente.",vite.config.ts · src/main.tsx · src/contexts/AuthContext.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-120,Corrigir os dois comandos que mentem sobre a qualidade do build,divida tecnica,P2,P,Custo e correção do boot,INFRA,"baixo — a checagem real já passa com zero erros, então apontar o script para o projeto certo não abre cratera. A troca no vite.config é de uma variável que o próprio arquivo já calcula.","Dois comandos dão sinal verde falso. `npm run typecheck` roda `tsc --noEmit` sobre um tsconfig cujo files é [] com references solution-style: volta exit 0 em 0,78 s sem analisar arquivo nenhum. E o vite.config decide se injeta o plugin de inspeção de dev olhando process.env.NODE_ENV em vez do mode do Vite, que ele mesmo já calcula na linha 38 — nesta máquina NODE_ENV=development está no shell, então `npm run build` produz silenciosamente um artefato de desenvolvimento (precache de 2,69 MB contra 1,85 MB no build limpo).","`npm run typecheck` passa a analisar os projetos referenciados (tsc -b --noEmit ou apontando para tsconfig.app.json) e leva na casa dos 10 s, não 0,8 s. · Introduzir um erro de tipo proposital em qualquer arquivo de src/ faz `npm run typecheck` falhar. · vite.config.ts:143 usa isDev em vez de process.env.NODE_ENV. · Com NODE_ENV=development no shell, `npm run build` produz o mesmo precache do build limpo (cerca de 1,85 MB / 77 entradas) — medido antes e depois.",package.json · tsconfig.json · tsconfig.app.json · vite.config.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-130,Restaurar o indicador de foco de teclado e corrigir os alvos de toque abaixo de 44 px,bug,P2,M,Acessibilidade e higiene do front,INFRA,"médio — remover o !important do seletor universal pode fazer outline aparecer em lugares onde ninguém esperava; precisa revisar visualmente as telas principais.","Uma regra universal com outline: none !important zera o indicador de foco de todos os elementos, o que torna a regra :focus-visible do próprio arquivo código morto — ela não tem !important e sempre perde. Componentes shadcn escapam porque usam ring (box-shadow), mas os botões próprios do app shell (Voltar, logo, sino, carrinho, chips de categoria, cards de produto) ficam sem nenhuma indicação ao navegar por Tab. Falha WCAG 2.4.7. Junto disso, os indicadores do carrossel têm 8x6 px e os botões do header 36x36 px, contra o mínimo de 44x44 da WCAG 2.5.5.","O !important sai do seletor universal e a regra :focus-visible passa a valer. · Navegar a Home inteira só com Tab mostra indicador visível em todos os controles: Voltar, logo, sino, carrinho, chips de categoria e cards de produto. · As classes outline-none de Header.tsx:179 e CategoryFilter.tsx:57 foram removidas ou compensadas com ring. · Os indicadores do carrossel e os botões do header têm área de toque de pelo menos 44x44 px (pode ser por padding ou pseudo-elemento, sem mudar o visual). · Banner sem título tem alt descritivo ou aria-label equivalente. · Nenhuma tela ganhou outline indesejado no uso com mouse (o :focus-visible só dispara em teclado).",src/index.css · src/components/ui/custom/Header.tsx · src/components/ui/custom/CategoryFilter.tsx · src/components/ui/custom/BannerCarousel.tsx · src/components/ui/custom/BottomNav.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-140,Rodar no CI os 12 testes Deno que já existem na edge function de frete,infra,P2,P,Fundação de engenharia,INFRA,baixo — os testes já existem e não tocam em nada de produção.,"O contexto do projeto diz 'zero testes automatizados', e isso é meia verdade: existem 12 casos de teste bem escritos para a edge function de frete, cobrindo inclusive o bug do hífen no formato de faixa de CEP. O que é zero é a EXECUÇÃO — não há script, não há CI, e o knip ainda classifica o arquivo como não usado.",`npm test` (ou script equivalente documentado) executa os 12 testes Deno localmente e passa · O CI executa esses testes em todo PR e reprova se algum falhar · O knip para de listar index_test.ts como arquivo não usado · O destino de supabase/tests/database_verification_test.sql está decidido e escrito: entra no CI ou é removido,supabase/functions/calculate-shipping/index_test.ts · supabase/tests/database_verification_test.sql · package.json · knip.json · .github/workflows/ci.yml,[INFRA-040],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-150,Instalar um runner de teste no front e cobrir os mappers,infra,P2,M,Fundação de engenharia,INFRA,"baixo — adiciona devDependency e arquivos novos; não toca em código de produção.","Não há runner de teste no front: nem vitest, nem jest, nem playwright nas dependências. Começar por src/lib/mappers.ts é a escolha certa porque é função pura, cobre o ponto onde o formato do banco vira o formato do app (nome de coluna em português x inglês, view x tabela) e é exatamente onde um erro passa despercebido hoje.",`npm test` roda no front e passa · Existem testes cobrindo mapProductFromDB para os dois formatos (linha de tabela e linha de view) e para produto sem imagem · Existe teste cobrindo o mapeamento de pedido em mapOrderFromDB · O CI executa esses testes em todo PR · A doc de onboarding registra onde os testes ficam e como rodar,package.json · src/lib/mappers.ts · .github/workflows/ci.yml · docs/onboarding/03-SETUP-AMBIENTE.md,[INFRA-040],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-160,Ativar hooks de git de verdade com lefthook,infra,P2,M,Fundação de engenharia,INFRA,médio — hook mal configurado trava o commit dos dois desenvolvedores. Começar só com o básico é rápido.,"O lefthook.yml tem 41 linhas e todas são comentário — é o boilerplate de exemplo intocado. O lefthook nem está no package.json (foi baixado pelo cache do npx). E o único hook instalado, prepare-commit-msg, tem o caminho do executável cravado na máquina do Gabriel, então some na máquina do Netim. Resultado: nada é verificado antes de entrar no repositório.","lefthook está declarado nas devDependencies e `npm install` seguido do passo documentado instala os hooks · O pre-commit roda pelo menos formatação e lint nos arquivos alterados, e leva menos de 10 segundos num commit típico · Um commit com erro de tipo ou lint bloqueante é recusado localmente · O hook funciona numa máquina que nunca rodou npx (sem caminho absoluto no arquivo) · O commitlint passa a ser usado de verdade ou sai das devDependencies",lefthook.yml · package.json · .git/hooks/prepare-commit-msg · docs/onboarding/03-SETUP-AMBIENTE.md,[INFRA-030],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-170,Tirar os screenshots do controle de versão,infra,P2,M,Higiene do repositório,INFRA,médio — `git rm --cached` de 300+ arquivos gera um commit grande que colide com qualquer branch aberta. Combinar a janela com o outro dev antes.,"O diretório de screenshots do Playwright é o maior conteúdo do repositório: 205 arquivos versionados, e os 12 maiores arquivos do projeto são todos imagem. Somando os PNGs soltos, são mais de 300 arquivos de imagem versionados e nenhum arquivo de código aparece entre os maiores. As regras de .gitignore já existem, mas foram adicionadas depois — gitignore não destrava o que já está dentro.","`git ls-files .playwright-mcp/` retorna 0 linhas · `git ls-files '*.png' | grep -v '^public/'` retorna 0 linhas · Os ícones e imagens legítimas de public/ continuam versionados e o build continua gerando o favicon e o og-image corretos · Os arquivos continuam no disco local de quem precisa (remoção só do índice, não do disco) · O outro desenvolvedor foi avisado antes do merge",.gitignore · .playwright-mcp/,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-180,Limpar as branches já mergeadas e resolver o `origin/master` zumbi,infra,P2,P,Higiene do repositório,INFRA,"médio — apagar branch remota é destrutivo. Nada pode ser apagado antes de conferir o que tem dentro, e `origin/master` só sai com autorização explícita.","São 10 branches locais e 11 refs remotas, várias já mergeadas em main. O caso perigoso era `origin/master`. RESOLVIDO EM 30/07/2026 no PR chore/limpeza-raiz: origin/master nao tinha ancestral comum com a main (era raiz paralela, commit 5b58bb8), foi preservado na tag arquivo/master-inicial e apagado do remoto; as duas branches locais vazias sairam com git branch -d. Sobram as branches remotas de PR ja mergeado e o auto-delete apos merge.","[FEITO] `git log origin/main..origin/master` foi rodado: origin/master NAO tem ancestral comum com a main, era uma raiz paralela de 1 commit · [FEITO] origin/master foi apagado, com o commit preservado na tag arquivo/master-inicial · Branches remotas de PR ja mergeado foram apagadas, com a lista registrada · delete_branch_on_merge esta ligado no repositorio, para o problema nao voltar · Um push direto em main e recusado pelo hook pre-push local — TESTADO, nao presumido · Esta escrito na documentacao que nao existe protecao do lado do servidor, e por que. NOTA: o criterio anterior exigia ""main protegida no GitHub"", que e INATINGIVEL no plano Free (403 em /branches/main/protection e /rulesets) — a task nunca poderia fechar.",.git,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PEDIDO-080,Parar de prometer entrega de código OTP que não foi confirmada,bug,P2,P,Operação de pedidos do lojista,PEDIDO,"baixo — mexe só no texto e no estado da tela de rastreio, não no banco.","Enquanto a decisão sobre o envio do OTP não sai, o convidado fica preso: a tela afirma 'Código de verificação enviado para seu e-mail!' e avança para a etapa de digitar o código, mas o e-mail não chega e não há saída nem explicação. A RPC devolve boolean e o front trata como confirmação de entrega, o que ela nunca foi.","A mensagem deixa de afirmar entrega e passa a dizer que o código foi solicitado. · A etapa de digitar o código oferece caminho de saída visível: reenviar e voltar. · Se o cliente errar ou não receber, a tela explica o que fazer em vez de só falhar. · Nenhuma mudança no banco nesta task.",src/components/ui/custom/OrderSearch.tsx · src/hooks/useOrders.ts,[PEDIDO-050],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PEDIDO-090,Enviar o push de mudança de status somente depois que a RPC confirmar,bug,P2,P,Operação de pedidos do lojista,PEDIDO,"baixo — é uma reordenação de blocos dentro de uma função, mais um fallback para resolver o userId.","No painel admin, o push 'Seu pedido agora está: X' é disparado ANTES da RPC que muda o status. Se a RPC falhar (401, sessão expirada, pedido já cancelado), o cliente já foi notificado de uma mudança que não aconteceu e a UI faz rollback. Além disso o userId vem de orders.find(...): se o admin abriu o pedido por deep link, order é undefined e nenhum push é enviado, sem aviso nenhum.","O bloco de push roda depois do await de updateOrderStatus, dentro do caminho de sucesso. · Forçar a RPC a falhar não gera nenhum push. · O userId é resolvido por selectedOrder quando orders.find não encontra o pedido (caso deep link). · Se o alvo do push não for encontrado, o admin vê um aviso em vez de silêncio.",src/views/admin/AdminOrdersView.tsx · src/hooks/useOrders.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PEDIDO-100,Serializar a fila offline de status e descartar erro terminal em vez de reenfileirar,bug,P2,M,Operação de pedidos do lojista,PEDIDO,"médio — o hook é montado em seis lugares ao mesmo tempo; a trava tem que ser de escopo de módulo, não de instância, senão não resolve nada.","Várias instâncias de useOrders montadas simultaneamente leem a MESMA fila em localStorage e disparam a mesma RPC ao voltar a conexão. A segunda chamada falha ('Apenas pedidos pendentes podem ser cancelados'), o item volta para a fila e passa a falhar em toda reconexão futura — o cliente vê 'Falha ao sincronizar' para sempre, por um cancelamento que já foi concluído com sucesso.","Existe uma promessa em escopo de módulo que serializa a sincronização: com seis instâncias montadas, a fila é processada uma vez só. · Erro terminal (pedido já cancelado, pedido não mais pendente) remove o item da fila em vez de reenfileirar. · Erro transitório (rede, 5xx) continua reenfileirando. · Cancelar offline, reconectar e reconectar de novo não produz nenhum toast de 'Falha ao sincronizar' repetido. · As instâncias com enabled=false não registram o listener de 'online'.",src/hooks/useOrders.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PEDIDO-110,Gravar mudança de status do pedido na tabela notificacoes,feature,P2,M,Pós-venda e comunicação com o cliente,PEDIDO,médio — mexe em RLS/policies de notificacoes e no caminho de update de status do admin.,"Quando o admin muda o status de um pedido, o único aviso é um Web Push disparado na hora. Quem não deu permissão de push, ou abriu o app depois, não vê nada: a tela de notificações do app lê somente a tabela 'notificacoes', e o único INSERT nessa tabela vem do envio manual de campanha do admin.",Mudar o status de um pedido cria uma linha em notificacoes com usuario_id do dono do pedido · A notificação aparece na tela de notificações do cliente mesmo com push negado · Pedido de convidado (user_id NULL) não gera linha órfã nem erro · A notificação pode ser marcada como lida e a marcação persiste após recarregar,src/views/admin/AdminOrdersView.tsx · src/contexts/NotificationContext.tsx · src/hooks/useOrders.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PEDIDO-120,Habilitar os status de devolução e estorno no ciclo do pedido,feature,P2,M,Pós-venda e comunicação com o cliente,PEDIDO,"médio — altera a constraint de status de marketplace_orders, que é lida por RPCs e pelo front; qualquer valor novo precisa ser tratado em todas as telas que fazem switch em status.","Não existe fluxo de devolução nem de troca: nem tabela, nem status, nem tela. Direito de arrependimento de 7 dias e troca por defeito são obrigatórios, e hoje isso é resolvido no WhatsApp sem registro nenhum. Há até uma inconsistência registrada: uma RPC filtra por um status que a constraint proíbe gravar.","A constraint e o tipo OrderStatus aceitam os status definidos pela política escolhida · O admin consegue mover um pedido entregue para devolvido, e o estoque volta · Nenhuma tela do cliente ou do admin quebra ou mostra rótulo em branco no status novo · A migration tem rollback escrito ao lado",supabase/migrations/ · src/types/index.ts · src/views/admin/AdminOrdersView.tsx · src/views/customer/OrderDetailsView.tsx,[PEDIDO-130],não — mexer em constraint de status de pedido exige mapear todos os consumidores antes
PEDIDO-130,Qual é a política de devolução e troca da loja?,decisao,P2,P,Decisões pendentes,PEDIDO,"baixo — é uma resposta. Sem ela, não dá pra desenhar status, telas nem prazos.","Não existe nada de devolução ou troca no sistema: nem tabela, nem status, nem tela, nem para o cliente pedir, nem para o lojista aprovar. Direito de arrependimento de 7 dias e troca por defeito são obrigatórios e hoje são resolvidos no WhatsApp, sem registro, sem prazo controlado e sem rastro para disputa. Também está em aberto até quando o cliente pode cancelar sozinho.","Está escrito o prazo de arrependimento, o prazo de troca por defeito e quem paga o frete de retorno em cada caso · Está escrito até qual status o cliente pode cancelar sozinho e o que acontece depois disso · Está definido se a devolução devolve estoque automaticamente e como o dinheiro volta (dado que hoje não há cobrança no site) · A política vira texto público na loja além de virar código",src/hooks/useOrders.ts · src/views/customer/OrderDetailsView.tsx · supabase/migrations/,nada,não — política comercial e jurídica
PUSH-040,Fazer notificação de campanha global poder ser lida e excluída pelo cliente,bug,P2,M,Notificações que funcionam,PUSH,"médio — mudar para fan-out por usuário multiplica linhas na tabela; manter a linha global exige mexer em policy. As duas saídas têm consequência e a escolha precisa estar registrada.","Toda campanha de push para o segmento 'all' cria uma linha com usuario_id NULL. O cliente vê essa notificação (a policy de SELECT permite NULL), mas as policies de UPDATE e DELETE exigem auth.uid() = usuario_id: marcar como lida ou excluir casa com 0 linhas e o PostgREST devolve sucesso sem erro. A UI atualiza otimisticamente, nada persiste, e ao reabrir o app a notificação volta como não lida — repetível infinitamente. markAllAsRead ainda por cima marca todas no estado local mesmo filtrando o UPDATE pelo usuário.","Está escrito qual saída foi escolhida: fan-out por usuário via RPC SECURITY DEFINER, ou linha global com tabela de leitura por usuário. · Marcar uma notificação de campanha como lida persiste: reabrir o app mostra ela como lida. · Excluir uma notificação de campanha persiste. · As mutações conferem o número de linhas afetadas (.select()) e não atualizam a UI quando o resultado foi zero. · markAllAsRead só marca no estado local o que o UPDATE realmente alcançou.",src/contexts/NotificationContext.tsx · src/views/admin/AdminPushView.tsx · supabase/migrations/ (arquivo novo) · src/views/customer/NotificationsView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
